230.4040571973273,230.3759077468044,230.2087946486839,230.3822358364212,230.2797204943108,230.2028637557965
231.3906780103022,231.3769417100397,231.1915934600261,231.3772761942,231.2641391060573,231.211981981498
232.3862404216525,232.3822282424761,232.1868314878076,232.3746232725337,232.24327653907,232.23136133209
233.3805883589559,233.3869562371778,233.1986144364488,233.3722162112535,233.2285210494979,233.2473534155394
234.3759771562387,234.3861363096935,234.208788005359,234.3691697704552,234.2144612934291,234.2589410078352
235.3595918345402,235.3819946642004,235.2139640895608,235.3607348501859,235.2104903534446,235.2647364307211
236.3401913083325,236.3655159612215,236.2238484082416,236.3428375399986,236.2099364087859,236.2706664701566
237.3146629641546,237.3490581776648,237.2384714197972,237.3213467801842,237.229724374959,237.275385847733
238.2909456482791,238.3216816464702,238.2575167758523,238.293528628442,238.2567075725742,238.2924808517
239.2655095561404,239.3027742236405,239.2846601637162,239.2608298659274,239.2837350262438,239.3128650401786
240.2428666210965,240.2867517395872,240.3075492838129,240.2462210437625,240.3047300862543,240.3295933807589
241.2243625577341,241.27968240611,241.3287659365177,241.2267482924157,241.32641974508,241.3484193573652
242.2103024999181,242.2719407768257,242.3493727655085,242.2161856036666,242.3498762669931,242.3637881887791
243.2057021896962,243.2758829615262,243.3658134505725,243.2070994638394,243.3617565661249,243.3835992620226
244.2000800718157,244.2771126033259,244.3744296601983,244.2144108330996,244.3729712833012,244.3929668984704
245.1983965531683,245.2861204083088,245.3830126197954,245.2245934530844,245.3726524861438,245.3955670011508
246.1842924251366,246.3014683476921,246.3883640295849,246.2391780257928,246.3718949794477,246.4074968407508
247.1909255191935,247.3190325553853,247.3883936017836,247.2568399883139,247.37443335285,247.4171978593748
248.2035871520035,248.3333158169575,248.3969473556267,248.2716957037321,248.3741705168728,248.4213125103952
249.2065585134314,249.3393355986294,249.3932848184927,249.2839141331891,249.3695756112938,249.4205145811291
250.217100431159,250.3425719109509,250.3798084045654,250.2852797882186,250.3456737715356,250.415875758938
251.2261137455951,251.3516658280151,251.3663581471039,251.29047409637,251.3320464294083,251.4022371884813
252.2398895273352,252.3515504109977,252.3568790378174,252.2968469645799,252.3149847031415,252.3896055906824
253.2505563167741,253.3568200094145,253.343182425269,253.3026555196679,253.3026555876097,253.3819427291475
254.2652913135429,254.3633449640999,254.3336992619847,254.3141255910407,254.2851412001654,254.3698345820906
255.2797002106384,255.3714836338075,255.319191102305,255.3232006235329,255.2725906570494,255.3635339584893
256.2870180359317,256.3738231313222,256.3180547065284,256.3264751376975,256.2641922377323,256.36273258276
257.2936363245925,257.3816907517738,257.3139180456818,257.3362088053504,257.2620666370424,257.3594210433315
258.2994835748646,258.3869607446851,258.3152978542902,258.340968384323,258.2573754232413,258.3603157506781
259.3039929047574,259.3942484964364,259.3193178991658,259.3419490874205,259.2617782834862,259.3665058189998
260.3030886171749,260.3960427666428,260.322879044484,260.3505648771027,260.265714371842,260.370282975251
261.3099865919778,261.4037498047179,261.3286325528703,261.349462812336,261.2651123784398,261.3746973716034
262.3085318034695,262.4064382955206,262.3316984736782,262.3563684995339,262.2726051993963,262.3816250661827
263.313692363909,263.4102463030602,263.3378426775085,263.3607403863217,263.2724983921572,263.3862040451339
